make,model_name,model_details,price,kms,year,transmission,detailsLink,type1,type2,type 3,,,
Toyota,hilux, D/C 2.8 Legend RS AT,"729,000","91,649",2021,Automatic,https://www.namcars.net/Toyota-Hilux-D-C-2.8-Legend-RS-AT-1400734786,4x4,Bakkie,,,,
Ford,ranger, 2.0 Bi-Turbo wildtrak...,"530,000","91,580",2020,Automatic,https://www.namcars.net/Ford-Ranger-2.0-Bi-Turbo-wildtrak-4x4-D-Cab-1400734533,4x4,Bakkie,,,,
Volkswagen,arteon, 2.0 TSI R-Line 4Motio...,"509,900","91,500",2018,DSG,https://www.namcars.net/Volkswagen-Arteon-2.0-TSI-R-Line-4Motion-DSG-206kW-1400734154,,,,,,
Ford,Ranger,-,"439,900","91,200",2020,Automatic,https://www.namcars.net/Ford-Ranger-1400734697,4x4,Bakkie,,,,
Toyota,fortuner, 2.8 GD-6 4x4 EPIC A...,"679,900","91,000",2020,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-GD-6-4x4-EPIC-A-T-NO-DEPOSIT-DEAL-1400734980,4x4,,SUV,,,
Datsun,1600, SSS 501,"69,900","91,000",1972,Manual,https://www.namcars.net/Datsun-1600-SSS-501-1400734032,,,,,,
Volkswagen,golf, 7 1.4 TSI Comfortline D...,"349,900","91,000",2019,DSG,https://www.namcars.net/Volkswagen-Golf-7-1.4-TSI-Comfortline-DSG-92kW-1400731521,,,,,,
Nissan,nissan, X-Trail 2.0 XE,"205,000","90,600",2017,Manual,https://www.namcars.net/Nissan-Nissan-X-Trail-2.0-XE-1400735161,,,,,,
Isuzu,d-max, 1.9 HR L 4x2 Auto,"420,000","90,000",2022,Automatic,https://www.namcars.net/Isuzu-D-MAX-1.9-HR-L-4x2-Auto-1400734259,,,,,,
Toyota,hilux, GD-6,"569,995","90,000",2019,Automatic,https://www.namcars.net/Toyota-Hilux-GD-6-1400735035,4x4,Bakkie,,,,
Peugeot,208, Pop Art Puretech,"99,995","90,000",2015,Manual,https://www.namcars.net/Peugeot-208-Pop-Art-Puretech-1400734810,,,,,,
Volkswagen,polo, VIVO 1.4,"159,900","90,000",2019,Manual,https://www.namcars.net/Volkswagen-POLO-VIVO-1.4-1400734847,,,,,,
Volkswagen,golf, 1.4 TSI A/T (Import),"195,000","90,000",2013,Automatic,https://www.namcars.net/Volkswagen-Golf-1.4-TSI-A-T-(Import)-1400734371,,,,,,
Toyota,land, Cruiser 4.5 V8 Diesel D...,"799,900","90,000",2018,Manual,https://www.namcars.net/Toyota-Land-Cruiser-4.5-V8-Diesel-D-CAB-1400733369,4x4,Bakkie,,,,
BMW,3, Series 318i A/T (F30),"299,900","90,000",2017,Automatic,https://www.namcars.net/BMW-3-Series-318i-A-T-(F30)-1400732353,,,,,,
Volkswagen,amarok, HILINE+ V6 TDI D/C DS...,"599,900","90,000",2018,DSG,https://www.namcars.net/Volkswagen-AMAROK-HILINE-V6-TDI-D-C-DSG-4MOTION-1400729800,4x4,Bakkie,,,,
Mercedes-Benz,ml, 63 AMG 4Matic 386kW,"549,900","89,900",2014,Automatic,https://www.namcars.net/Mercedes-Benz-ML-63-AMG-4Matic-386kW-1400729208,,,SUV,,,
Hyundai,grand, I 10 1.2 Fluid Manual,"119,900","89,600",2016,Manual,https://www.namcars.net/Hyundai-Grand-I-10-1.2-Fluid-Manual-1400732885,,,,,,
Volkswagen,polo, GTI 1.8 TSI DSG A/T (Im...,"225,000","89,000",2016,DSG,https://www.namcars.net/Volkswagen-Polo-GTI-1.8-TSI-DSG-A-T-(Import)-1400735015,,,,,,
Toyota,yaris, 1.5 XI 5DR M/T,"185,000","89,000",2018,Manual,https://www.namcars.net/Toyota-YARIS-1.5-XI-5DR-M-T-1400734281,,,,,,
Ford,ranger, XLT,"429,995","89,000",2019,Automatic,https://www.namcars.net/Ford-Ranger-XLT-1400734574,4x4,Bakkie,,,,
Nissan,np300, Hardbody 2.5 TDI 4X4 P...,"259,900","89,000",2017,Manual,https://www.namcars.net/Nissan-NP300-Hardbody-2.5-TDI-4X4-P-U-D-C-1400734874,4x4,Bakkie,,,,
Ford,ranger, 2.2 XLS D/C A/T 4X4,"499,900","88,500",2022,Automatic,https://www.namcars.net/Ford-RANGER-2.2-XLS-D-C-A-T-4X4-1400734876,4x4,Bakkie,,,,
Toyota,land, Cruiser 200 4.5 VX-R AT,"1,400,000","88,100",2020,Automatic,https://www.namcars.net/Toyota-Land-Cruiser-200-4.5-VX-R-AT-1400734315,4x4,,,,,
Kia,picanto, EX,"99,995","88,000",2012,Manual,https://www.namcars.net/Kia-Picanto-EX-1400734827,,,,,,
Toyota,fortuner, 2.8 GD6 Epic Black ...,"549,900","88,000",2020,Automatic,https://www.namcars.net/Toyota-Fortuner-2.8-GD6-Epic-Black-4x2-AT-1400730223,,,SUV,,,
Ford,figo, Ambiente Blu,"169,995","88,000",2020,Manual,https://www.namcars.net/Ford-Figo-Ambiente-Blu-1400735113,,,,,,
Toyota,toyota, Starlet 1.4 XR AT,"274,900","87,802",2021,Automatic,https://www.namcars.net/Toyota-Toyota-Starlet-1.4-XR-AT-1400733149,,,,,,
Hyundai,staria, 2.2D Executive A/T,"649,900","87,800",2022,Automatic,https://www.namcars.net/Hyundai-Staria-2.2D-Executive-A-T-1400732863,,,,,,
Audi,a3, 1.4l TFSI A/T (Import),"165,000","87,500",2013,Automatic,https://www.namcars.net/Audi-A3-1.4l-TFSI-A-T-(Import)-1400734996,,,,,,
Ford,ranger, 2.0 WILDTRAK D/C 4X4 ...,"558,000","87,137",2020,Automatic,https://www.namcars.net/Ford-RANGER-2.0-WILDTRAK-D-C-4X4-AUTO-1400729845,4x4,Bakkie,,,,
Audi,a4, Avant 2.0T A/T (Import),"185,000","87,000",2011,Automatic,https://www.namcars.net/Audi-A4-Avant-2.0T-A-T-(Import)-1400734997,,,,,,
Toyota,rav4, 2.0 GX AT,"299,900","87,000",2018,Automatic,https://www.namcars.net/Toyota-Rav4-2.0-GX-AT-1400734488,,,SUV,,,
Volkswagen,polo, GT BLUE,"145,000","87,000",2013,DSG,https://www.namcars.net/Volkswagen-POLO-GT-BLUE-1400735076,,,,,,
Audi,rs3, Sportback Quattro S-tron...,"679,900","87,000",2016,S-tronic,https://www.namcars.net/Audi-Rs3-Sportback-Quattro-S-tronic-270Kw-1400717422,,,,,,
Mitsubishi,pajero, Sport 2.4d 4x4 A/t 13...,"509,900","87,000",2020,Automatic,https://www.namcars.net/Mitsubishi-Pajero-Sport-2.4d-4x4-A-t-133kW-1400733577,4x4,,SUV,,,
Volkswagen,polo, 1.2 TSI Comfortline (66...,"159,000","86,900",2015,Manual,https://www.namcars.net/Volkswagen-Polo-1.2-TSI-Comfortline-(66-KW)-1400735110,,,,,,
Toyota,yaris, 1.5 Xi,"197,900","86,700",2019,Manual,https://www.namcars.net/Toyota-Yaris-1.5-Xi-1400731906,,,,,,
Hyundai,grand, I10,"139,900","86,500",2017,Manual,https://www.namcars.net/Hyundai-Grand-I10-1400733831,,,,,,
Hyundai,tucson, 2.0 Premium AT,"339,000","86,500",2019,Automatic,https://www.namcars.net/Hyundai-Tucson-2.0-Premium-AT-1400733590,,,SUV,,,
Ford,ecosport, 1.0 TITANUIM,"269,900","86,000",2020,Manual,https://www.namcars.net/Ford-ECOSPORT-1.0-TITANUIM-1400733751,,,SUV,,,
BMW,active, HIBIRD 5,"235,000","86,000",2012,Tiptronic,https://www.namcars.net/BMW-ACTIVE-HIBIRD-5-1400735074,,,,,,
Ford,ranger, 2.0 XLT 4x4 Auto D/Cab,"449,900","86,000",2019,Automatic,https://www.namcars.net/Ford-Ranger-2.0-XLT-4x4-Auto-D-Cab-1400735125,4x4,Bakkie,,,,
Toyota,prado, 4.0 v6 VX A/t 202kW,"649,900","86,000",2016,Automatic,https://www.namcars.net/Toyota-Prado-4.0-v6-VX-A-t-202kW-1400734109,4x4,,SUV,,,
Hyundai,tucson, 2.0 CRDi Elite AT,"345,000","86,000",2017,Automatic,https://www.namcars.net/Hyundai-Tucson-2.0-CRDi-Elite-AT-1400733636,,,,,,
Volkswagen,polo, 1.0 TSI COMFORTLINE,"219,900","85,000",2018,Manual,https://www.namcars.net/Volkswagen-Polo-1.0-TSI-COMFORTLINE-1400734520,,,,,,
Volkswagen,polo, Vivo Conceptline,"119,995","85,000",2015,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-Conceptline-1400734286,,,,,,
Toyota,c-hr, Plus,"249,995","85,000",2017,Manual,https://www.namcars.net/Toyota-C-HR-Plus-1400735133,,,,,,
Toyota,avanza, 1.5 SX (7Seater) Auto,"169,000","85,000",2015,Automatic,https://www.namcars.net/Toyota-Avanza-1.5-SX-(7Seater)-Auto-1400734644,,,SUV,,,
Ford,ranger, THUNDER 2.0 BITDI 4X4...,"579,900","84,361",2021,Automatic,https://www.namcars.net/Ford-Ranger-THUNDER-2.0-BITDI-4X4-AT-1400734723,4x4,Bakkie,,,,
Renault,duster, 1.5 DCi Dynamic,"219,900","84,000",2018,Manual,https://www.namcars.net/Renault-Duster-1.5-DCi-Dynamic-1400734732,,,SUV,,,
Hyundai,grand, i10 1.2 Fluid Manual,"119,900","84,000",2015,Manual,https://www.namcars.net/Hyundai-Grand-i10-1.2-Fluid-Manual-1400733365,,,,,,
Audi,a3, TFSI,"175,000","83,746",2014,Automatic,https://www.namcars.net/Audi-A3-TFSI-1400735173,,,,,,
Volkswagen,touareg, GP 3.6 V6 Elegance TIP,"419,900","83,500",2015,Tiptronic,https://www.namcars.net/Volkswagen-Touareg-GP-3.6-V6-Elegance-TIP-1400734097,,,SUV,,,
Renault,duster, 1.5 DCI PRESTIGE EDC,"309,900","83,000",2020,Automatic,https://www.namcars.net/Renault-DUSTER-1.5-DCI-PRESTIGE-EDC-1400731144,,,,,,
Volkswagen,sharan, 1.4 TSI  Comfortline,"155,000","83,000",2012,DSG,https://www.namcars.net/Volkswagen-Sharan-1.4-TSI-Comfortline-1400735068,,,,,,
Mitsubishi,triton, 2.4 Di-DC 4x4 Automatic,"399,900","83,000",2018,Automatic,https://www.namcars.net/Mitsubishi-Triton-2.4-Di-DC-4x4-Automatic-1400732133,4x4,Bakkie,,,,
BMW,X3,-,"269,000","83,000",2012,Tiptronic,https://www.namcars.net/BMW-X3-1400729087,,,SUV,,,
Mini,Cooper,-,"164,000","82,054",2012,Automatic,https://www.namcars.net/Mini-Cooper-1400734476,,,,,,
Kia,kia, Sportage 2.0 2018,"245,000","82,000",2018,Manual,https://www.namcars.net/Kia-Kia-Sportage-2.0-2018-1400734812,,,SUV,,,
Ford,ford, Figo Trend Sedan,"165,000","82,000",2018,Manual,https://www.namcars.net/Ford-Ford-Figo-Trend-Sedan-1400720999,,,,,,
Toyota,toyota, Rav4 2.0 Gx Cvt,"359,000","81,000",2019,Automatic,https://www.namcars.net/Toyota-Toyota-Rav4-2.0-Gx-Cvt-1400732673,,,SUV,,,
Volkswagen,polo, 1.2 TSI DSG,"149,900","81,000",2012,DSG,https://www.namcars.net/Volkswagen-Polo-1.2-TSI-DSG-1400733701,,,,,,
Hyundai,kona, 1.0 TGDi Executive Manual,"239,900","81,000",2019,Manual,https://www.namcars.net/Hyundai-Kona-1.0-TGDi-Executive-Manual-1400733299,,,,,,
Volkswagen,jetta, GP 1.6 Conceptline,"214,900","80,800",2018,Manual,https://www.namcars.net/Volkswagen-Jetta-GP-1.6-Conceptline-1400734379,,,,,,
Hyundai,staria, 2.2d Executive Automa...,"599,800","80,700",2022,Automatic,https://www.namcars.net/Hyundai-Staria-2.2d-Executive-Automatic-(9-Seater)-1400731879,,,,,,
Toyota,fortuner, 2.4GD6 4x4 A/T,"599,900","80,613",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4GD6-4x4-A-T-1400734474,4x4,,SUV,,,
Audi,A4,-,"160,000","80,034",2012,Automatic,https://www.namcars.net/Audi-A4-1400734954,,,,,,
Ford,everest, 3.2 TDCI 4X4,"427,900","80,000",2017,Automatic,https://www.namcars.net/Ford-Everest-3.2-TDCI-4X4-1400733470,4x4,,,,,
Jaguar,f-pace, 2.0 I4d Awd R-Sport,"799,900","80,000",2020,Automatic,https://www.namcars.net/Jaguar-F-Pace-2.0-I4d-Awd-R-Sport-1400734565,,,SUV,,,
Volkswagen,vw, POLO VIVO TRENDLINE 1.4 5...,"175,000","80,000",2019,Manual,https://www.namcars.net/Volkswagen-VW-POLO-VIVO-TRENDLINE-1.4-5-DOOR-1400735162,,,,,,
BMW,116i, M -Sport,"159,000","79,200",2012,Automatic,https://www.namcars.net/BMW-116i-M-Sport-1400730708,,,,,,
Volkswagen,golf, 6 TSI,"120,000","79,197",2011,Automatic,https://www.namcars.net/Volkswagen-GOLF-6-TSI-1400734915,,,,,,
Toyota,etios, Sprint 1.5 XS,"169,900","79,000",2020,Manual,https://www.namcars.net/Toyota-Etios-Sprint-1.5-XS-1400733510,,,,,,
Kia,sportage, 2.0 CRDi EX A/T AWD,"365,900","79,000",2019,Automatic,https://www.namcars.net/Kia-SPORTAGE-2.0-CRDi-EX-A-T-AWD-1400726871,,,SUV,,,
Toyota,hilux, 2.4 Gd-6 Raider 4x4 A/...,"569,000","79,000",2021,Automatic,https://www.namcars.net/Toyota-Hilux-2.4-Gd-6-Raider-4x4-A-t-P-u-D-c-1400735099,4x4,Bakkie,,,,
Ford,kuga, 1.5TDCI Trend,"349,900","79,000",2019,Manual,https://www.namcars.net/Ford-Kuga-1.5TDCI-Trend-1400734125,,,SUV,,,
Opel,corsa, 1.0 Enjoy Turbo,"172,900","79,000",2019,Manual,https://www.namcars.net/Opel-Corsa-1.0-Enjoy-Turbo-1400724928,,,,,,
Volkswagen,golf, Varient 1.4 TSI Bluemot...,"195,000","79,000",2015,Automatic,https://www.namcars.net/Volkswagen-Golf-Varient-1.4-TSI-Bluemotion-A-T-(Import)-1400732923,,,,,,
Audi,q5, 40 TDI Quattro S-Tronic,"679,900","78,200",2021,S-tronic,https://www.namcars.net/Audi-Q5-40-TDI-Quattro-S-Tronic-1400733834,,,SUV,,,
Toyota,rush, 1.5 AUTO,"239,900","78,000",2018,Automatic,https://www.namcars.net/Toyota-RUSH-1.5-AUTO-1400734759,,,SUV,,,
Volkswagen,golf, Varient 1.4 TSI A/T (Im...,"125,000","78,000",2011,Automatic,https://www.namcars.net/Volkswagen-Golf-Varient-1.4-TSI-A-T-(Import)-1400732200,,,,,,
Land Rover,discovery, 5 30Td V6 HSE,"739,900","78,000",2017,Automatic,https://www.namcars.net/Land-Rover-Discovery-5-30Td-V6-HSE-1400734541,4x4,,SUV,,,
Ford,everest, 20 BI-TURBO LTD 4X4 ...,"609,900","78,000",2020,Automatic,https://www.namcars.net/Ford-EVEREST-20-BI-TURBO-LTD-4X4-A-T-1400734576,4x4,,SUV,,,
Mercedes-Benz,gle, 400d,"1,269,000","78,000",2020,Automatic,https://www.namcars.net/Mercedes-Benz-GLE-400d-1400735118,,,,,,
Volkswagen,polo, Vivo 1.4i Comfortline 5...,"209,900","78,000",2020,Manual,https://www.namcars.net/Volkswagen-Polo-Vivo-1.4i-Comfortline-5-Door-1400735124,,,,,,
Ford,20d, BI-TURBO WILDTRAK 4X4 A/...,"559,900","78,000",2020,Automatic,https://www.namcars.net/Ford-20D-BI-TURBO-WILDTRAK-4X4-A-T-157-kw-1400734919,4x4,Bakkie,,,,
BMW,316i,-,"209,000","77,752",2012,Automatic,https://www.namcars.net/BMW-316i-1400734051,,,,,,
Kia,sportage, 1.6 TGDI AWD DCT GT...,"369,900","77,600",2018,Automatic,https://www.namcars.net/Kia-Sportage-1.6-TGDI-AWD-DCT-GT-A-T-1400725690,,,SUV,,,
Nissan,qashqai, 1.2t Midnight Cvt,"399,900","77,400",2021,Automatic,https://www.namcars.net/Nissan-Qashqai-1.2t-Midnight-Cvt-1400734690,,,SUV,,,
Isuzu,mu-x, 3.0 LS 4x4 A/T,"649,900","77,300",2023,Automatic,https://www.namcars.net/Isuzu-Mu-x-3.0-LS-4x4-A-T-1400734800,4x4,,SUV,,,
Kia,sorento, 2.2 D A/T AWD  SX 7 ...,"389,900","77,000",2017,Automatic,https://www.namcars.net/Kia-Sorento-2.2-D-A-T-AWD-SX-7-Seater-NO-DEPOSIT-1400733190,,,SUV,,,
Toyota,land, Cruiser 200 4.5D V8 6AT...,"1,399,000","77,000",2020,Automatic,https://www.namcars.net/Toyota-Land-Cruiser-200-4.5D-V8-6AT-VX-R-1400733718,4x4,,,,,
Mercedes-Benz,c63, S AMG 375kW,"849,900","77,000",2016,Automatic,https://www.namcars.net/Mercedes-Benz-C63-S-AMG-375kW-1400732660,,,,,,
BMW,523i, A/T (Import,"165,000","76,500",2011,Automatic,https://www.namcars.net/BMW-523i-A-T-(Import-1400734998,,,,,,
Ford,everest, 2.0D XLT Bi-Turbo 4x...,"579,900","76,000",2021,Automatic,https://www.namcars.net/Ford-Everest-2.0D-XLT-Bi-Turbo-4x4-AT-1400732595,,,SUV,,,
Isuzu,mu-x, 3.0 LS 4x4 Auto,"739,900","76,000",2023,Automatic,https://www.namcars.net/Isuzu-MU-X-3.0-LS-4x4-Auto-1400733629,4x4,,SUV,,,
Volkswagen,tiguan, 1.4 TSI (Duel charged...,"255,000","76,000",2014,Automatic,https://www.namcars.net/Volkswagen-Tiguan-1.4-TSI-(Duel-charged-engine)-A-T-(Import)-1400732118,,,SUV,,,
Toyota,starlet, 1.4 XS AUTO,"219,000","76,000",2021,Automatic,https://www.namcars.net/Toyota-Starlet-1.4-XS-AUTO-1400733401,,,,,,
Honda,brio, Mobilio 1.5,"144,900","76,000",2016,Manual,https://www.namcars.net/Honda-Brio-Mobilio-1.5-1400729846,,,,,,
Nissan,x-trail, Acenta CVT,"369,900","75,800",2022,Automatic,https://www.namcars.net/Nissan-X-trail-Acenta-CVT-1400733208,4x4,,SUV,,,
Isuzu,d-max, 3.0DDI LSE 4x4 A/T,"684,900","75,700",2022,Automatic,https://www.namcars.net/Isuzu-D-Max-3.0DDI-LSE-4x4-A-T-1400734724,4x4,Bakkie,,,,
Audi,A5,-,"219,000","75,317",2013,Automatic,https://www.namcars.net/Audi-A5-1400734048,,,,,,
Volkswagen,polo, 1.4 Vivo Trend Line,"195,000","75,000",2021,Manual,https://www.namcars.net/Volkswagen-Polo-1.4-Vivo-Trend-Line-1400733508,,,,,,
Suzuki,jimny, 1.3 Manual,"169,900","75,000",2014,Manual,https://www.namcars.net/Suzuki-Jimny-1.3-Manual-1400734089,4x4,,SUV,,,
Volkswagen,vw, Polo 1.2 Tsi,"154,900","75,000",2015,Manual,https://www.namcars.net/Volkswagen-VW-Polo-1.2-Tsi-1400734895,,,,,,
Mitsubishi,pajero, Sport Exceed 7 Seater...,"545,000","75,000",2020,Multitronic,https://www.namcars.net/Mitsubishi-Pajero-Sport-Exceed-7-Seater-4x4-F-Lift-1400732869,4x4,,SUV,,,
Toyota,urban, Cruiser 1.5i A/T,"249,900","75,000",2022,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5i-A-T-1400732662,,,,,,
Ford,ranger, 2.0 Bi Turbo Wildtrak...,"615,000","74,800",2022,Automatic,https://www.namcars.net/Ford-Ranger-2.0-Bi-Turbo-Wildtrak-10AT-4x4-D-Cab-1400733390,4x4,Bakkie,,,,
BMW,435i,-,"420,000","74,118",2014,Automatic,https://www.namcars.net/BMW-435i-1400735120,,,,,,
Toyota,fortuner, GD-6 2.4 4x4 A/T,"559,900","73,650",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-GD-6-2.4-4x4-A-T-1400732240,4x4,,SUV,,,
BMW,gt, 320i,"249,000","73,600",2013,Automatic,https://www.namcars.net/BMW-GT-320i-1400732724,,,,,,
Kia,seltos, 1.4 GT Line,"375,000","73,500",2020,Automatic,https://www.namcars.net/Kia-Seltos-1.4-GT-Line-1400733995,,,SUV,,,
Audi,a1, TFSI,"125,000","73,154",2012,Automatic,https://www.namcars.net/Audi-A1-TFSI-1400733774,,,,,,
Hyundai,staria, 2.2D Executive,"599,900","73,100",2022,Automatic,https://www.namcars.net/Hyundai-Staria-2.2D-Executive-1400731878,,,,,,
Nissan,micra, 1.0T Tekna (84kW),"229,900","73,000",2020,Manual,https://www.namcars.net/Nissan-Micra-1.0T-Tekna-(84kW)-1400735016,,,,,,
Nissan,xtrail, 2.0 Visia M/T XE,"230,000","73,000",2017,Manual,https://www.namcars.net/Nissan-Xtrail-2.0-Visia-M-T-XE-1400732539,,,SUV,,,
Toyota,fortuner, 2.4 GD-6 4x4 AT,"569,900","72,301",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-GD-6-4x4-AT-1400732855,4x4,,SUV,,,
Honda,cr-v, Elegance CVT,"349,900","72,200",2019,Automatic,https://www.namcars.net/Honda-CR-V-Elegance-CVT-1400732940,,,SUV,,,
Nissan,nissan, X-Trail Acenta 4x4 Cvt,"329,900","72,000",2021,Automatic,https://www.namcars.net/Nissan-Nissan-X-Trail-Acenta-4x4-Cvt-1400732997,,,,,,
Toyota,fortuner, Epic,"669,900","71,506",2020,Automatic,https://www.namcars.net/Toyota-Fortuner-Epic-1400732430,4x4,,SUV,,,
Ford,figo, 1.5 Ambiente,"129,900","71,500",2018,Manual,https://www.namcars.net/Ford-Figo-1.5-Ambiente-1400734310,,,,,,
Toyota,fortuner, 2.4 GD-6 4x4 A/T 11...,"559,900","71,500",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-GD-6-4x4-A-T-110Kw-1400732829,4x4,,SUV,,,
Volvo,v40, CC T4 Excel Powershift  ...,"165,000","71,500",2013,Automatic,https://www.namcars.net/Volvo-V40-CC-T4-Excel-Powershift-A-T-(Import)-1400734427,,,,,,
Toyota,fortuner, 2.4gd-6 4x4 A/t,"599,000","71,200",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4gd-6-4x4-A-t-1400735096,4x4,,SUV,,,
Volkswagen,caddy, 1.6 Panel Van,"169,900","71,000",2015,Manual,https://www.namcars.net/Volkswagen-Caddy-1.6-Panel-Van-1400735011,,,,,,
Volkswagen,amarok, 3.0Tdi Highline 190KW...,"720,000","71,000",2021,Automatic,https://www.namcars.net/Volkswagen-Amarok-3.0Tdi-Highline-190KW-4Motion-A-t-DC-1400729817,4x4,Bakkie,,,,
Mercedes-Benz,glc, 43 4Matic AMG 270kW,"699,900","70,960",2017,Automatic,https://www.namcars.net/Mercedes-Benz-GLC-43-4Matic-AMG-270kW-1400733150,,,SUV,,,
Toyota,hilux, 2.8 GD6 Legend 50 Dcab...,"639,900","70,186",2020,Automatic,https://www.namcars.net/Toyota-Hilux-2.8-GD6-Legend-50-Dcab-4x4-1400735028,4x4,Bakkie,,,,
Toyota,hilux, 2.4 GD-6 Raider D/Cab ...,"624,900","70,150",2023,Automatic,https://www.namcars.net/Toyota-Hilux-2.4-GD-6-Raider-D-Cab-4x4-A-T-1400734551,4x4,Bakkie,,,,
Nissan,x-trail, 2.5 Acenta 4x4 CVT,"369,900","70,150",2022,Automatic,https://www.namcars.net/Nissan-X-Trail-2.5-Acenta-4x4-CVT-1400731771,4x4,,SUV,,,
Toyota,urban, Cruiser 1.5 XS AT,"259,900","70,000",2022,Automatic,https://www.namcars.net/Toyota-Urban-Cruiser-1.5-XS-AT-1400733473,,,SUV,,,
Volkswagen,polo, 1.2 TSi Highline DSG,"209,900","70,000",2017,Automatic,https://www.namcars.net/Volkswagen-Polo-1.2-TSi-Highline-DSG-1400733843,,,,,,
Nissan,x-trail, 2.5 Acenta 4x4 CVT,"309,000","70,000",2023,Automatic,https://www.namcars.net/Nissan-X-Trail-2.5-Acenta-4x4-CVT-1400735154,4x4,,SUV,,,
Volkswagen,golf, GTI,"285,000","70,000",2014,Automatic,https://www.namcars.net/Volkswagen-Golf-GTI-1400734138,,,,,,
Mercedes-Benz,a, Class,"189,900","70,000",2014,Automatic,https://www.namcars.net/Mercedes-Benz-A-Class-1400734698,,,,,,
Mercedes-Benz,e400, 4Matic Avantgarde A/T 2...,"629,900","70,000",2017,Automatic,https://www.namcars.net/Mercedes-Benz-E400-4Matic-Avantgarde-A-T-245kW-1400721402,,,,,,
Nissan,nissan, X-Trail 2.5 Acenta 4x...,"339,900","69,237",2023,Automatic,https://www.namcars.net/Nissan-Nissan-X-Trail-2.5-Acenta-4x4-CVT-1400734857,4x4,,SUV,,,
Toyota,hilux, 2.4 GD 4X2 LWB S/CAB,"309,900","69,000",2019,Manual,https://www.namcars.net/Toyota-HILUX-2.4-GD-4X2-LWB-S-CAB-1400735019,,,,,,
Toyota,hilux, 2.4GD6 Raider DC 4x4 AT,"619,900","68,900",2023,Automatic,https://www.namcars.net/Toyota-Hilux-2.4GD6-Raider-DC-4x4-AT-1400733842,4x4,Bakkie,,,,
Toyota,land, Cruiser 200 4.5 Diesel ...,"1,260,000","68,500",2019,Automatic,https://www.namcars.net/Toyota-Land-Cruiser-200-4.5-Diesel-V8-VX-R-1400734707,4x4,,,,,
Toyota,fortuner, 2.4GD6 4x4 AT,"569,900","68,400",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4GD6-4x4-AT-1400730665,4x4,,SUV,,,
Toyota,hilux, 2.4 Gd-6 Raider 4x4 DC...,"619,900","68,300",2023,Automatic,https://www.namcars.net/Toyota-Hilux-2.4-Gd-6-Raider-4x4-DC-AT-1400733758,4x4,Bakkie,,,,
Kia,sportage, 2.0 EX+  A/T,"354,900","68,000",2019,Automatic,https://www.namcars.net/Kia-SPORTAGE-2.0-EX-A-T-1400726832,,,SUV,,,
Ford,raptor, 20BITDI D/C 4X4 10SP,"799,900","68,000",2022,Automatic,https://www.namcars.net/Ford-RAPTOR-20BITDI-D-C-4X4-10SP-1400733753,4x4,Bakkie,,,,
Renault,sandero, Dynamique,"129,995","68,000",2016,Manual,https://www.namcars.net/Renault-Sandero-Dynamique-1400735048,,,,,,
Nissan,navara, 2.5 LE 4x4 A/T,"590,000","68,000",2022,Automatic,https://www.namcars.net/Nissan-Navara-2.5-LE-4x4-A-T-1400734401,4x4,Bakkie,,,,
Nissan,NP200,-,"145,000","68,000",2019,Manual,https://www.namcars.net/Nissan-NP200-1400734426,,,,,,
Mercedes-Benz,c180, A/T (Import),"220,000","68,000",2014,Automatic,https://www.namcars.net/Mercedes-Benz-C180-A-T-(Import)-1400734199,,,,,,
Mercedes-Benz,gla, 45 AMG 4Matic 265Kw,"459,900","67,400",2015,Automatic,https://www.namcars.net/Mercedes-Benz-GLA-45-AMG-4Matic-265Kw-1400721598,,,SUV,,,
Toyota,fortuner, 2.4 GD6 4X4 A/T,"579,900","67,343",2021,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-GD6-4X4-A-T-1400735171,4x4,,SUV,,,
Ford,ranger, 2.0 D XLT 4X4 D/C P/U,"519,900","67,293",2021,Automatic,https://www.namcars.net/Ford-Ranger-2.0-D-XLT-4X4-D-C-P-U-1400735087,4x4,Bakkie,,,,
Mini,cooper, 1.6l R56 A/T (Import),"135,000","67,000",2012,Automatic,https://www.namcars.net/Mini-Cooper-1.6l-R56-A-T-(Import)-1400732043,,,,,,
Renault,duster, 1.5 Dci Prestige Edc,"285,900","67,000",2019,Automatic,https://www.namcars.net/Renault-Duster-1.5-Dci-Prestige-Edc-1400731288,,,,,,
Suzuki,jimny, 1.5 GL,"370,000","67,000",2022,Manual,https://www.namcars.net/Suzuki-Jimny-1.5-GL-1400728820,4x4,,SUV,,,
Volkswagen,passat, 2.0 TSI R-Line (Import),"385,000","66,700",2017,DSG,https://www.namcars.net/Volkswagen-Passat-2.0-TSI-R-Line-(Import)-1400732770,,,,,,
Toyota,fortuner, 2.4 4X4,"589,000","66,360",2023,Automatic,https://www.namcars.net/Toyota-Fortuner-2.4-4X4-1400734946,4x4,,SUV,,,
